od_key,src,dst,is_diag,class,flow_scale,sum_mse,rmse,mae,mean_true,max_true,mean_pred,rank,mse_share_pct,cum_mse_pct,rank_pct,tier
44_39-44_39,44_39,44_39,True,Persistent Low Volume,Tiny (<10人),53.30511040994501,1.632561031170734,1.442142202589023,0.7510239400639305,2.7028143984734148,0.92993,442,0.01078358458475712,98.32954191443794,28.516129032258064,🟢 Top 10%~100% 一般微網格 (低誤差)
47_42-47_42,47_42,47_42,True,Persistent Low Volume,Tiny (<10人),53.20659748544706,1.40378585321381,1.0780475631152444,1.1980378593271017,3.9006525653227344,0.8291444444444445,443,0.010763655492671097,98.3403055699306,28.580645161290324,🟢 Top 10%~100% 一般微網格 (低誤差)
49_46-49_46,49_46,49_46,True,Persistent Low Volume,Tiny (<10人),53.19124763660955,1.4303206692181565,1.1992089632168885,1.763098118409472,4.732598244966493,1.640976923076923,444,0.010760550229554118,98.35106612016017,28.64516129032258,🟢 Top 10%~100% 一般微網格 (低誤差)
37_48-37_48,37_48,37_48,True,Partial Dissipation,Tiny (<10人),53.09115506410675,1.3769940743739442,1.132996518517942,1.7883266527943353,5.178140956956659,1.4582035714285715,445,0.010740301575839885,98.361806421736,28.70967741935484,🟢 Top 10%~100% 一般微網格 (低誤差)
35_69-35_69,35_69,35_69,True,Persistent Low Volume,Tiny (<10人),52.92291138377874,1.400038509837798,1.0908831076508503,0.5396847508185766,4.633396111668711,0.816874074074074,446,0.010706266003195625,98.3725126877392,28.774193548387096,🟢 Top 10%~100% 一般微網格 (低誤差)
34_42-34_42,34_42,34_42,True,True Stable,Tiny (<10人),52.37536928242145,1.3676801171851638,1.0564447705486304,2.757883352788171,5.2008700870969795,2.7863857142857147,447,0.010595498639273228,98.38310818637848,28.838709677419356,🟢 Top 10%~100% 一般微網格 (低誤差)
31_42-31_42,31_42,31_42,True,Persistent Low Volume,Tiny (<10人),52.34379358819603,1.3672677863456117,1.1014584805461654,1.5566929093381339,4.104126493418005,1.5634428571428571,448,0.010589110899582163,98.39369729727807,28.903225806451616,🟢 Top 10%~100% 一般微網格 (低誤差)
43_39-43_39,43_39,43_39,True,Persistent Low Volume,Tiny (<10人),51.47913998618676,1.3808094779162017,1.0748376544617753,1.5640591993949344,4.931319295441738,1.1311555555555557,449,0.010414192112582665,98.40411148939066,28.967741935483872,🟢 Top 10%~100% 一般微網格 (低誤差)
32_42-32_42,32_42,32_42,True,Delayed Decrease,Tiny (<10人),51.40185144568585,1.3549097419291423,1.080428923578174,1.1546544625982254,4.502804898320129,1.2253964285714285,450,0.010398556697750683,98.41451004608841,29.03225806451613,🟢 Top 10%~100% 一般微網格 (低誤差)
57_50-57_50,57_50,57_50,True,Recovered,Tiny (<10人),49.86052683624765,1.3344411194558412,1.1010925603963242,3.795613397562397,6.5297364156092605,3.727992857142857,451,0.01008674786421446,98.42459679395262,29.096774193548384,🟢 Top 10%~100% 一般微網格 (低誤差)
45_39-45_39,45_39,45_39,True,True Stable,Tiny (<10人),49.840619779049995,1.334174701816097,1.027787708079246,2.324137871419705,5.022349157923625,2.500857142857143,452,0.01008272068120192,98.43467951463383,29.161290322580648,🟢 Top 10%~100% 一般微網格 (低誤差)
57_59-57_59,57_59,57_59,True,Persistent Low Volume,Tiny (<10人),49.28511315302483,1.326718739073218,1.1549100259675158,0.9761302811622681,3.6177609223777853,1.2268214285714285,453,0.009970342099803882,98.44464985673363,29.2258064516129,🟢 Top 10%~100% 一般微網格 (低誤差)
38_47-38_47,38_47,38_47,True,Persistent Low Volume,Tiny (<10人),48.80801763363428,1.320281593795623,1.0335713395786301,0.8127959470520878,3.2812977106045587,1.2659892857142858,454,0.009873826027540071,98.45452368276118,29.29032258064516,🟢 Top 10%~100% 一般微網格 (低誤差)
46_47-46_47,46_47,46_47,True,Partial Recovery,Tiny (<10人),48.796628760122736,1.3201275474108383,1.054492510707423,1.4478262080119824,3.683225098888401,1.6031464285714283,455,0.009871522066814874,98.46439520482798,29.354838709677416,🟢 Top 10%~100% 一般微網格 (低誤差)
50_50-50_50,50_50,50_50,True,Persistent Low Volume,Tiny (<10人),48.56308900689828,1.3169647056624763,1.1335089605075714,1.1798014285840916,4.193471800513364,1.1649535714285715,456,0.009824277146704375,98.47421948197469,29.419354838709676,🟢 Top 10%~100% 一般微網格 (低誤差)
43_51-43_51,43_51,43_51,True,Delayed Decrease,Tiny (<10人),48.37954882510355,1.3385944649782853,1.0847984177215126,1.885275450114216,5.076877839008337,1.8266111111111112,457,0.009787147103076965,98.48400662907775,29.483870967741936,🟢 Top 10%~100% 一般微網格 (低誤差)
51_50-51_50,51_50,51_50,True,Persistent Low Volume,Tiny (<10人),47.45541684326655,1.3018587925850285,1.1449772511193057,1.228788204664957,3.0599820312050903,1.4980892857142858,458,0.009600195883635174,98.4936068249614,29.548387096774192,🟢 Top 10%~100% 一般微網格 (低誤差)
54_51-54_51,54_51,54_51,True,Persistent Low Volume,Tiny (<10人),47.25742639492299,1.3481814873679483,1.1227155421009818,1.367101506950227,5.808223138026134,1.6063500000000002,459,0.009560142561725377,98.50316696752313,29.612903225806452,🟢 Top 10%~100% 一般微網格 (低誤差)
58_55-58_55,58_55,58_55,True,Persistent Low Volume,Tiny (<10人),46.981986195957184,1.2953486320010696,1.0344753878862651,1.698574598010547,3.438612891834758,1.6105999999999998,460,0.009504421212294762,98.51267138873541,29.677419354838708,🟢 Top 10%~100% 一般微網格 (低誤差)
53_57-53_57,53_57,53_57,True,Persistent Low Volume,Tiny (<10人),46.96577876421775,1.4289822885721664,1.2281964225661663,1.0806212121144856,4.056512781399851,1.0470347826086956,461,0.009501142460788205,98.5221725311962,29.741935483870968,🟢 Top 10%~100% 一般微網格 (低誤差)
61_67-61_67,61_67,61_67,True,Persistent Low Volume,Tiny (<10人),46.75813407779242,1.3410405557710718,1.1766936395861782,0.9567231951983619,3.814794171945495,1.2972269230769233,462,0.009459136093623356,98.53163166728982,29.806451612903224,🟢 Top 10%~100% 一般微網格 (低誤差)
54_54-54_54,54_54,54_54,True,Delayed Decrease,Tiny (<10人),45.766095776120885,1.2784769925875654,0.9096990963980475,2.1992256455150367,4.406238242640516,2.163289285714286,463,0.0092584474756818,98.5408901147655,29.870967741935484,🟢 Top 10%~100% 一般微網格 (低誤差)
34_43-34_43,34_43,34_43,True,Persistent Low Volume,Tiny (<10人),45.47793958673628,1.3225549223252622,1.1185456126725344,1.4990987426602425,4.714566227689866,1.3625346153846154,464,0.009200153690752872,98.55009026845626,29.935483870967744,🟢 Top 10%~100% 一般微網格 (低誤差)
60_52-60_52,60_52,60_52,True,Persistent Low Volume,Tiny (<10人),44.81645884171381,1.2651433973172737,0.9692601696320936,1.5374853179508494,4.18418297753401,1.635328571428571,465,0.009066336623115637,98.55915660507938,30.0,🟢 Top 10%~100% 一般微網格 (低誤差)
30_43-30_43,30_43,30_43,True,Emergent / Temporary Activity,Tiny (<10人),44.38138844572686,1.25898752469887,1.0121498965286944,1.5906747918242456,4.380051468948369,1.6338107142857143,466,0.00897832220237121,98.56813492728175,30.06451612903226,🟢 Top 10%~100% 一般微網格 (低誤差)
37_50-37_50,37_50,37_50,True,Persistent Low Volume,Tiny (<10人),44.353130872127245,1.3060971054741568,1.0807159851173203,1.1157718228268148,3.7006191004343894,1.4958384615384615,467,0.008972605716039448,98.57710753299779,30.129032258064512,🟢 Top 10%~100% 一般微網格 (低誤差)
46_38-46_38,46_38,46_38,True,Persistent Low Volume,Tiny (<10人),43.79311262292668,1.2506157429574825,1.1409607042142793,1.0418041634802726,3.2648682078046303,0.8917535714285715,468,0.008859314436595156,98.58596684743438,30.193548387096776,🟢 Top 10%~100% 一般微網格 (低誤差)
58_42-58_42,58_42,58_42,True,Persistent Decrease,Tiny (<10人),43.71094279744824,1.2723693674844965,1.0508251573801948,1.9705612665333052,4.649169885223057,2.141474074074074,469,0.008842691541406553,98.59480953897578,30.25806451612903,🟢 Top 10%~100% 一般微網格 (低誤差)
37_49-37_49,37_49,37_49,True,Emergent / Temporary Activity,Tiny (<10人),42.936501851935056,1.3105190094300052,1.166413691186707,0.7197276017504506,3.0756732031221956,1.09842,470,0.008686022708388197,98.60349556168417,30.32258064516129,🟢 Top 10%~100% 一般微網格 (低誤差)
53_50-53_50,53_50,53_50,True,Temporary Increase,Tiny (<10人),42.01214820451594,1.224921983004223,0.976469016461204,1.7525260795085544,4.174339525820521,1.8297857142857146,471,0.008499026646162366,98.61199458833033,30.38709677419355,🟢 Top 10%~100% 一般微網格 (低誤差)
39_50-39_50,39_50,39_50,True,Persistent Low Volume,Tiny (<10人),41.523951595898616,1.2637543516762726,1.044523547246593,1.3951007677148322,3.2838436801808317,1.5631,472,0.008400264831722258,98.62039485316205,30.451612903225804,🟢 Top 10%~100% 一般微網格 (低誤差)
59_52-59_52,59_52,59_52,True,Persistent Low Volume,Tiny (<10人),41.52146770471541,1.3153178909918097,1.0776907152747928,0.4832850592199931,3.088930741112474,1.0664375,473,0.008399762342364907,98.62879461550442,30.516129032258064,🟢 Top 10%~100% 一般微網格 (低誤差)
53_41-53_41,53_41,53_41,True,Persistent Low Volume,Tiny (<10人),41.47328897502163,1.239373930585768,1.0757630822458502,0.8817656778630509,3.252741924708555,0.9262037037037038,474,0.008390015820824223,98.63718463132524,30.58064516129032,🟢 Top 10%~100% 一般微網格 (低誤差)
58_58-58_58,58_58,58_58,True,Partial Recovery,Tiny (<10人),40.909331434679366,1.2087379994186287,1.0160718618970208,1.3903521533556338,3.5049622384640466,1.6170571428571427,475,0.00827592762568266,98.64546055895093,30.64516129032258,🟢 Top 10%~100% 一般微網格 (低誤差)
56_50-56_50,56_50,56_50,True,Persistent Low Volume,Tiny (<10人),40.582885580020275,1.2039056319807668,0.9500115402573325,0.8865686831144756,4.945496560537845,0.7464571428571428,476,0.008209887869663268,98.6536704468206,30.709677419354836,🟢 Top 10%~100% 一般微網格 (低誤差)
48_50-48_50,48_50,48_50,True,Persistent Low Volume,Tiny (<10人),40.06757969043938,1.381296487094287,1.1811837803540963,0.678588542258858,3.571576169411298,0.7460619047619048,477,0.008105641867646125,98.66177608868824,30.774193548387096,🟢 Top 10%~100% 一般微網格 (低誤差)
41_47-41_48,41_47,41_48,False,True Stable,Small (10~50人),39.363890992353795,1.1856868261589657,1.0295568770118535,8.399024841529103,10.4251412512546,8.508385714285714,478,0.007963286162184013,98.66973937485042,30.838709677419356,🟢 Top 10%~100% 一般微網格 (低誤差)
31_69-31_70,31_69,31_70,False,True Stable,Tiny (<10人),38.59931965029567,1.174115467221049,0.9054821601454858,6.248263355449354,8.864569306624439,6.204403571428573,479,0.007808613942677139,98.6775479887931,30.903225806451612,🟢 Top 10%~100% 一般微網格 (低誤差)
57_45-57_45,57_45,57_45,True,Persistent Zero,Tiny (<10人),38.4928552934104,1.1724951308672946,0.986970852373736,1.401174515586694,3.616969959204082,1.2176035714285713,480,0.007787076281674193,98.68533506507477,30.967741935483872,🟢 Top 10%~100% 一般微網格 (低誤差)
56_49-56_49,56_49,56_49,True,Persistent Low Volume,Tiny (<10人),38.43235313023458,1.352816341496766,1.016911697881553,0.7205557404941733,4.125059979045731,0.9992571428571428,481,0.007774836738614443,98.69310990181339,31.032258064516128,🟢 Top 10%~100% 一般微網格 (低誤差)
60_49-60_49,60_49,60_49,True,Persistent Decrease,Tiny (<10人),37.973614633625296,1.1645602271370403,0.9564328379511607,1.015620922393554,3.384585226005558,0.991175,482,0.007682034278542105,98.70079193609192,31.096774193548388,🟢 Top 10%~100% 一般微網格 (低誤差)
46_46-46_46,46_46,46_46,True,Persistent Low Volume,Tiny (<10人),37.76415389874465,1.2051835783995835,1.0675118938181176,1.0754503553565793,3.9962257932133673,0.7834230769230769,483,0.007639660526111991,98.70843159661803,31.161290322580644,🟢 Top 10%~100% 一般微網格 (低誤差)
47_41-47_41,47_41,47_41,True,Emergent / Temporary Activity,Tiny (<10人),37.53922540587286,1.1578802276739664,0.9186225746917558,0.935023781618997,4.385629025382618,0.8137964285714284,484,0.0075941576576299425,98.71602575427566,31.225806451612904,🟢 Top 10%~100% 一般微網格 (低誤差)
54_50-54_50,54_50,54_50,True,True Stable,Tiny (<10人),37.40264031148052,1.1557718557539267,0.8662160493620185,2.25196383744781,4.810781864989659,2.372092857142857,485,0.007566526593608694,98.72359228086927,31.290322580645164,🟢 Top 10%~100% 一般微網格 (低誤差)
31_48-32_48,31_48,32_48,False,True Stable,Small (10~50人),37.08314158404658,1.1508248840357724,0.8846065309632752,8.697920985232692,11.2509911222398,8.401260714285714,486,0.007501892236311437,98.73109417310559,31.35483870967742,🟢 Top 10%~100% 一般微網格 (低誤差)
53_59-53_59,53_59,53_59,True,Persistent Low Volume,Tiny (<10人),36.76359394449478,1.1458557928542625,0.9499373980637059,1.2590306555959587,4.346263694356983,1.1573107142857142,487,0.007437247984128753,98.73853142108972,31.41935483870968,🟢 Top 10%~100% 一般微網格 (低誤差)
62_59-62_59,62_59,62_59,True,Partial Recovery,Tiny (<10人),36.017422757284784,1.200290344163191,1.0251888471775594,0.7520208471775592,3.4496801827897827,0.8673040000000001,488,0.007286298102398718,98.7458177191921,31.483870967741932,🟢 Top 10%~100% 一般微網格 (低誤差)
47_39-47_39,47_39,47_39,True,Persistent Low Volume,Tiny (<10人),35.93417803868729,1.1536444352201176,0.9410494542895909,0.7916185526036467,2.4145967728215814,1.0271333333333335,489,0.007269457757123626,98.75308717694922,31.548387096774196,🟢 Top 10%~100% 一般微網格 (低誤差)
50_49-50_49,50_49,50_49,True,Emergent / Temporary Activity,Tiny (<10人),35.5633763989341,1.14767682247635,0.9290732628041903,0.9973118898995017,3.1715862590102124,0.9545185185185184,490,0.007194444858441043,98.76028162180766,31.61290322580645,🟢 Top 10%~100% 一般微網格 (低誤差)
65_65-65_65,65_65,65_65,True,Persistent Low Volume,Tiny (<10人),35.43193962117088,1.1249117365561696,0.9775619932537775,1.347414600779133,3.185459826772239,1.2612642857142855,491,0.007167855295082908,98.76744947710276,31.677419354838708,🟢 Top 10%~100% 一般微網格 (低誤差)
62_61-62_61,62_61,62_61,True,True Stable,Tiny (<10人),34.95263819525239,1.1172772739894514,0.9770761491371891,0.9591102450713626,2.9940927672236994,1.0594857142857141,492,0.007070892969552813,98.77452037007231,31.74193548387097,🟢 Top 10%~100% 一般微網格 (低誤差)
35_47-35_47,35_47,35_47,True,Persistent Low Volume,Tiny (<10人),34.56054244642242,1.2000094174356581,0.9464251631553712,1.25179339742449,3.281988912432004,1.2095416666666667,493,0.006991572288283896,98.7815119423606,31.806451612903224,🟢 Top 10%~100% 一般微網格 (低誤差)
53_49-53_49,53_49,53_49,True,Persistent Low Volume,Tiny (<10人),34.383793380454314,1.1284829767903968,0.8236603690091078,0.5211307393794781,4.101374440034748,0.6003370370370371,494,0.006955816082387579,98.78846775844298,31.870967741935484,🟢 Top 10%~100% 一般微網格 (低誤差)
32_50-32_50,32_50,32_50,True,Persistent Low Volume,Tiny (<10人),33.95290022550296,1.1213896839042066,0.9094194410041649,0.7864627128677202,3.354777440410691,0.836,495,0.006868646714428744,98.79533640515741,31.93548387096774,🟢 Top 10%~100% 一般微網格 (低誤差)
59_62-59_62,59_62,59_62,True,Partial Recovery,Tiny (<10人),33.904091460921336,1.1645443995128968,0.9584218705523623,0.7568378705523622,4.071431841568935,0.7012719999999999,496,0.006858772737294175,98.80219517789472,32.0,🟢 Top 10%~100% 一般微網格 (低誤差)
62_60-62_60,62_60,62_60,True,Partial Recovery,Tiny (<10人),33.72346479909082,1.1175943874148355,0.9132305170086865,1.0974848844014486,3.204536903738557,1.0164444444444445,497,0.006822232096610158,98.80901740999133,32.064516129032256,🟢 Top 10%~100% 一般微網格 (低誤差)
56_46-56_46,56_46,56_46,True,Persistent Zero,Tiny (<10人),32.96809160756811,1.1050069818376398,0.8789509916762047,0.6605472879725011,3.1532558618702256,0.517262962962963,498,0.00666942065618355,98.81568683064751,32.12903225806451,🟢 Top 10%~100% 一般微網格 (低誤差)
47_46-47_46,47_46,47_46,True,Persistent Low Volume,Tiny (<10人),32.26401013634302,1.0931437866918856,0.9551271157611365,0.5252201235723613,3.2646460743097765,0.8726148148148148,499,0.006526985493004534,98.82221381614052,32.193548387096776,🟢 Top 10%~100% 一般微網格 (低誤差)
60_60-60_60,60_60,60_60,True,Persistent Low Volume,Tiny (<10人),31.856833084742362,1.1288371553903134,0.8161655184869768,0.5488443721886428,3.8611634263905925,0.49703600000000003,500,0.006444613875290213,98.8286584300158,32.25806451612903,🟢 Top 10%~100% 一般微網格 (低誤差)
34_36-34_36,34_36,34_36,True,Persistent Low Volume,Tiny (<10人),31.737328088326397,1.1048377550281447,0.9592841637491605,0.7217740778866678,2.8892687665693355,0.9916538461538462,501,0.006420438102512669,98.8350788681183,32.322580645161295,🟢 Top 10%~100% 一般微網格 (低誤差)
35_44-35_44,35_44,35_44,True,Persistent Low Volume,Tiny (<10人),31.56095055831002,1.061685831898462,0.9125932133318319,1.3312913286705401,3.9006525653227344,1.1023892857142856,502,0.006384757058065807,98.84146362517637,32.387096774193544,🟢 Top 10%~100% 一般微網格 (低誤差)
48_37-48_37,48_37,48_37,True,Persistent Low Volume,Tiny (<10人),31.420760862252116,1.099313787048226,0.9057430429552475,0.9262113449635638,2.9824709848457656,1.1463730769230769,503,0.006356396785781862,98.84782002196215,32.45161290322581,🟢 Top 10%~100% 一般微網格 (低誤差)
53_60-53_60,53_60,53_60,True,Persistent Low Volume,Tiny (<10人),31.343543407302487,1.0774376910282284,0.9178833191329748,0.9569586191101379,4.659413111681515,1.2984925925925923,504,0.006340775751504563,98.85416079771365,32.516129032258064,🟢 Top 10%~100% 一般微網格 (低誤差)
63_63-63_63,63_63,63_63,True,Delayed Decrease,Tiny (<10人),30.52917541749481,1.1278514865570513,0.9893225788706065,0.5411559122039399,3.093794984284298,0.8869666666666666,505,0.006176029706825677,98.86033682742048,32.58064516129032,🟢 Top 10%~100% 一般微網格 (低誤差)
47_45-47_45,47_45,47_45,True,Persistent Low Volume,Tiny (<10人),30.414861011612842,1.1757949150876774,0.9388937452156466,0.4225255633974647,1.8548563893354266,0.6682227272727272,506,0.0061529039866910756,98.86648973140717,32.645161290322584,🟢 Top 10%~100% 一般微網格 (低誤差)
64_63-64_63,64_63,64_63,True,Persistent Low Volume,Tiny (<10人),29.67331017172039,1.0894642751686792,0.8922424653961617,0.48790113803880586,2.290331577115445,0.60322,507,0.0060028887978211916,98.872492620205,32.70967741935484,🟢 Top 10%~100% 一般微網格 (低誤差)
48_49-48_49,48_49,48_49,True,Persistent Low Volume,Tiny (<10人),29.590648064053305,1.0280120910915762,0.856318816340077,0.9806728613492777,3.28161887994489,1.0141714285714287,508,0.005986166314308315,98.87847878651928,32.774193548387096,🟢 Top 10%~100% 一般微網格 (低誤差)
30_66-30_66,30_66,30_66,True,Persistent Low Volume,Tiny (<10人),29.375461969848615,1.0242673683078591,0.8348400553959294,0.8603879917911422,2.967255302986754,1.180392857142857,509,0.005942634325902812,98.88442142084519,32.83870967741935,🟢 Top 10%~100% 一般微網格 (低誤差)
53_48-53_48,53_48,53_48,True,Persistent Low Volume,Tiny (<10人),29.304432496494194,1.104996841935423,0.9239665183098227,0.6832665183098227,3.093794984284298,0.715825,510,0.0059282651157457076,98.89034968596094,32.903225806451616,🟢 Top 10%~100% 一般微網格 (低誤差)
41_47-41_46,41_47,41_46,False,Recovered,Tiny (<10人),29.098678687003517,1.019430490291437,0.8116858724233275,7.565383412168656,9.583507310009415,7.618524999999999,511,0.005886641271592394,98.89623632723253,32.96774193548387,🟢 Top 10%~100% 一般微網格 (低誤差)
30_65-30_65,30_65,30_65,True,Persistent Low Volume,Tiny (<10人),28.930665771106966,1.097927323245695,0.7985927900999811,0.6228594567666477,3.6051040167058765,0.4492,512,0.005852652382422697,98.90208897961497,33.03225806451613,🟢 Top 10%~100% 一般微網格 (低誤差)
59_51-59_51,59_51,59_51,True,Partial Recovery,Tiny (<10人),28.791647969196063,1.032645792221344,0.801270673153394,0.38345455469473416,2.6016206079182966,0.8140037037037037,513,0.005824529183461767,98.90791350879843,33.09677419354839,🟢 Top 10%~100% 一般微網格 (低誤差)
41_46-41_47,41_46,41_47,False,Partial Recovery,Small (10~50人),28.69674671513164,1.0123654534083537,0.8368461567708997,8.471959894542968,11.059322544009087,8.654746428571428,514,0.005805330729644995,98.91371883952806,33.16129032258065,🟢 Top 10%~100% 一般微網格 (低誤差)
58_57-58_57,58_57,58_57,True,Persistent Low Volume,Tiny (<10人),27.9330016438699,1.0365067375911838,0.7656536825504635,0.8508770239080046,4.10068603021108,0.6587884615384615,515,0.005650825664111807,98.91936966519218,33.225806451612904,🟢 Top 10%~100% 一般微網格 (低誤差)
30_42-30_42,30_42,30_42,True,Persistent Low Volume,Tiny (<10人),27.373405733056515,1.0463920055706946,0.8584211791706926,0.8084531791706928,2.923079270870005,0.574696,516,0.005537619823412255,98.92490728501558,33.29032258064516,🟢 Top 10%~100% 一般微網格 (低誤差)
30_52-30_52,30_52,30_52,True,Persistent Low Volume,Tiny (<10人),27.202092148454078,1.022855959264099,0.8109262731973668,0.7049704420478826,2.801745270065858,0.6678384615384616,517,0.0055029632113938,98.93041024822699,33.35483870967742,🟢 Top 10%~100% 一般微網格 (低誤差)
58_52-58_52,58_52,58_52,True,Persistent Zero,Tiny (<10人),27.001534639035576,1.0606903145089754,0.7366353745553411,0.5085687078886746,4.850661337309736,0.4870166666666667,518,0.005462390574918796,98.9358726388019,33.41935483870967,🟢 Top 10%~100% 一般微網格 (低誤差)
30_70-30_69,30_70,30_69,False,True Stable,Tiny (<10人),26.732124171168536,0.9770970885223619,0.7326733266216582,4.525421108795932,8.082113533182627,4.616582142857142,519,0.005407889035649474,98.94128052783755,33.483870967741936,🟢 Top 10%~100% 一般微網格 (低誤差)
50_42-50_42,50_42,50_42,True,Persistent Low Volume,Tiny (<10人),26.73001755129955,1.0139416147524993,0.8343231237317007,0.6471500468086239,2.6895417645363686,0.6436653846153846,520,0.005407462868001186,98.94668799070556,33.5483870967742,🟢 Top 10%~100% 一般微網格 (低誤差)
32_47-32_48,32_47,32_48,False,True Stable,Tiny (<10人),26.032998756124144,0.9642354253893922,0.7777660834718241,5.15097689647287,7.15603223435882,5.289796428571428,521,0.005266456478986424,98.95195444718453,33.61290322580645,🟢 Top 10%~100% 一般微網格 (低誤差)
31_67-31_67,31_67,31_67,True,Persistent Low Volume,Tiny (<10人),26.017514743779575,1.0635771214198844,0.7917517582301595,0.6483343669258117,3.254364538082008,0.46815652173913036,522,0.005263324074690758,98.95721777125922,33.67741935483871,🟢 Top 10%~100% 一般微網格 (低誤差)
54_52-54_52,54_52,54_52,True,Persistent Low Volume,Tiny (<10人),25.661851790388795,1.0131505671002468,0.8643120768818464,0.4771141903655628,2.2386144509552754,0.9157160000000001,523,0.00519137372111193,98.96240914498034,33.74193548387097,🟢 Top 10%~100% 一般微網格 (低誤差)
57_38-57_38,57_38,57_38,True,Persistent Zero,Tiny (<10人),25.25564214199907,0.9497300771046001,0.5827751740291249,0.35266803117198214,3.8150324535184867,0.3223357142857143,524,0.005109197808354833,98.96751834278868,33.806451612903224,🟢 Top 10%~100% 一般微網格 (低誤差)
35_39-34_39,35_39,34_39,False,Delayed Increase,Tiny (<10人),24.82080796108462,1.0169564060036493,0.8221306671953247,0.8520624421379942,1.4842096091806298,0.9650875000000001,525,0.005021231173745636,98.97253957396244,33.87096774193548,🟢 Top 10%~100% 一般微網格 (低誤差)
43_45-43_44,43_45,43_44,False,Partial Recovery,Tiny (<10人),24.633928319446913,0.9379675656790917,0.7270794360799855,0.8968040061233661,2.0445806383882346,1.1364928571428572,526,0.004983425559851,98.97752299952228,33.935483870967744,🟢 Top 10%~100% 一般微網格 (低誤差)
42_49-42_48,42_49,42_48,False,Partial Recovery,Tiny (<10人),24.29342508980379,0.9314624655002742,0.8147405210259526,1.0212257879702784,2.1385824107396054,0.9575464285714287,527,0.004914542007223474,98.9824375415295,34.0,🟢 Top 10%~100% 一般微網格 (低誤差)
53_42-53_42,53_42,53_42,True,Persistent Low Volume,Tiny (<10人),23.767423238944986,1.016546225107455,0.8353993073887173,0.7272514813017608,3.3556699963920664,0.6466347826086957,528,0.0048081322201157725,98.98724567374963,34.064516129032256,🟢 Top 10%~100% 一般微網格 (低誤差)
30_69-30_70,30_69,30_70,False,True Stable,Tiny (<10人),23.681108538420162,0.9196487788129492,0.7283203572905318,5.0481555013627055,6.307890839017677,5.312517857142859,529,0.00479067081975736,98.99203634456939,34.12903225806452,🟢 Top 10%~100% 一般微網格 (低誤差)
52_40-52_40,52_40,52_40,True,Partial Recovery,Tiny (<10人),23.440267988958773,0.9494992200134272,0.8361955575109836,0.5804071177723068,2.4108949336767376,0.7361346153846154,530,0.0047419489539440645,98.99677829352332,34.193548387096776,🟢 Top 10%~100% 一般微網格 (低誤差)
34_44-34_44,34_44,34_44,True,Persistent Low Volume,Tiny (<10人),23.234069665612466,0.9453137384286858,0.7889131809385622,0.8750259079407157,2.971811412703485,0.9905269230769229,531,0.004700235184965075,99.00147852870829,34.25806451612903,🟢 Top 10%~100% 一般微網格 (低誤差)
31_47-32_48,31_47,32_48,False,True Stable,Tiny (<10人),23.163088839835066,0.9095345913439754,0.7263059508580781,1.082034200134676,1.7705769824389757,1.1375892857142855,532,0.00468587581617698,99.00616440452447,34.32258064516129,🟢 Top 10%~100% 一般微網格 (低誤差)
62_58-62_58,62_58,62_58,True,Persistent Low Volume,Tiny (<10人),22.996606706132933,1.022399288352757,0.7897705087248855,0.5237386905430671,1.7385054777427933,0.5069499999999999,533,0.0046521966031180225,99.01081660112759,34.38709677419355,🟢 Top 10%~100% 一般微網格 (低誤差)
31_70-31_69,31_70,31_69,False,True Stable,Tiny (<10人),22.620081405307197,0.8988103527382975,0.6898819173194678,6.4719605320339655,8.563191719681594,6.659514285714287,534,0.004576025812015075,99.0153926269396,34.45161290322581,🟢 Top 10%~100% 一般微網格 (低誤差)
49_42-49_42,49_42,49_42,True,Persistent Low Volume,Tiny (<10人),22.428166108545295,1.0334446816016463,0.9062520429194992,0.41401870958616593,2.3891189830627466,0.6821666666666667,535,0.004537201488796816,99.0199298284284,34.516129032258064,🟢 Top 10%~100% 一般微網格 (低誤差)
37_43-37_42,37_43,37_42,False,Temporary Increase,Tiny (<10人),22.389390976204457,0.8942153578937326,0.7541456243547106,1.1082524909708675,2.1400064867011315,1.2609857142857144,536,0.004529357308076301,99.02445918573648,34.58064516129033,🟢 Top 10%~100% 一般微網格 (低誤差)
31_51-31_51,31_51,31_51,True,Persistent Low Volume,Tiny (<10人),22.35893304798349,0.8936069175774478,0.7472358406099705,0.6715894693556639,2.8915436658172307,0.8894535714285715,537,0.00452319569162487,99.0289823814281,34.64516129032258,🟢 Top 10%~100% 一般微網格 (低誤差)
39_36-39_36,39_36,39_36,True,Persistent Low Volume,Tiny (<10人),22.2764967487972,0.9439596760200555,0.719090880317028,0.5973988803170279,3.271331668192968,0.531708,538,0.004506518889001386,99.0334889003171,34.70967741935484,🟢 Top 10%~100% 一般微網格 (低誤差)
60_51-60_51,60_51,60_51,True,Persistent Decrease,Tiny (<10人),22.259129817394165,0.9435916450964191,0.7929722074775869,0.369368207477587,2.9828177745707256,0.668252,539,0.004503005571566678,99.03799190588867,34.774193548387096,🟢 Top 10%~100% 一般微網格 (低誤差)
61_63-61_62,61_63,61_62,False,Temporary Increase,Tiny (<10人),22.161352686791272,0.8896498646496367,0.7273965321608847,1.0461395590829308,1.9587876445858659,1.1207857142857143,540,0.0044832253300438225,99.04247513121872,34.83870967741935,🟢 Top 10%~100% 一般微網格 (低誤差)
